High School,Total,New Graduates,Previous Graduates,Success Rank
GALATASARAY ÜNİVERSİTESİ GALATASARAY LİSESİ (İSTANBUL - BEYOĞLU),3,3,0,1.008
HAYDARPAŞA LİSESİ (İSTANBUL - ÜSKÜDAR),2,2,0,1.008
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),4,4,0,1.008
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,1.008
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),1,1,0,1.008
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),2,2,0,1.008
İSTANBUL ERKEK LİSESİ (İSTANBUL - FATİH),1,1,0,1.008
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,1,0,1.008
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),3,2,1,1.008
KADIKÖY ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,1.008
KAHRAMANMARAŞ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,1.008
KAHRAMANMARAŞ TOBB FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),2,2,0,1.008
KARTAL ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KARTAL),1,1,0,1.008
KIRKLARELİ FEN LİSESİ (KIRKLARELİ - MERKEZ),1,1,0,1.008
ADANA FEN LİSESİ (ADANA - SEYHAN),2,2,0,1.008
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),2,2,0,1.008
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),2,2,0,1.008
MACİT ZEREN FEN LİSESİ (AMASYA - MERKEZ),1,1,0,1.008
MALATYA ERMAN ILICAK FEN LİSESİ (MALATYA - YEŞİLYURT),5,5,0,1.008
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),2,2,0,1.008
MERİNOS ALİ ERDEMOĞLU FEN LİSESİ (ADIYAMAN - BESNİ),1,1,0,1.008
MERSİN TİCARET VE SANAYİ ODASI ANADOLU LİSESİ (MERSİN - TOROSLAR),1,1,0,1.008
MUSTAFA BÜYÜKKAPLAN ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),1,1,0,1.008
NAZİLLİ FEN LİSESİ (AYDIN - NAZİLLİ),1,1,0,1.008
NİLÜFER BORSA İSTANBUL FEN LİSESİ (BURSA - NİLÜFER),2,2,0,1.008
ADANA TİCARET ODASI ANADOLU LİSESİ (ADANA - SARIÇAM),1,1,0,1.008
NİŞANTAŞI NURİ AKIN ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,1,0,1.008
ÖDEMİŞ AYHAN KÖKMEN FEN LİSESİ (İZMİR - ÖDEMİŞ),1,1,0,1.008
ÖZEL ACIBADEM DOĞA FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,1.008
ÖZEL ADANA FEN LİSESİ (ADANA - SEYHAN),1,1,0,1.008
ÖZEL BATI ANADOLU LİSESİ (ANTALYA - MANAVGAT),1,1,0,1.008
ÖZEL BİLFEN İSKENDERUN FEN LİSESİ (HATAY - ARSUZ),1,1,0,1.008
ÖZEL ÇAĞDAŞ ÖNCÜ FEN LİSESİ (BURSA - NİLÜFER),2,2,0,1.008
ÖZEL ENKA FEN VE TEKNOLOJİ LİSESİ (KOCAELİ - DİLOVASI),1,1,0,1.008
ÖZEL ENKA LİSESİ (İSTANBUL - SARIYER),1,1,0,1.008
ÖZEL KÜLTÜR FEN LİSESİ (İSTANBUL - BAKIRKÖY),1,1,0,1.008
ADNAN MENDERES ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),2,2,0,1.008
ÖZEL NESİBE AYDIN FEN LİSESİ (ANKARA - GÖLBAŞI),1,1,0,1.008
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,1.008
ÖZEL RÜZGAR FEN LİSESİ (DİYARBAKIR - BAĞLAR),2,2,0,1.008
ÖZEL TAN FEN LİSESİ (BURSA - NİLÜFER),2,2,0,1.008
ÖZEL TEMA PARK BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,1,0,1.008
ÖZEL VAN MEKTEBİM FEN LİSESİ (VAN - EDREMİT),1,1,0,1.008
REKABET KURUMU CUMHURİYET FEN LİSESİ (DİYARBAKIR - YENİŞEHİR),2,2,0,1.008
RİZE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (RİZE - MERKEZ),1,1,0,1.008
SAMSUN GARİP ZEYCAN YILDIRIM FEN LİSESİ (SAMSUN - ATAKUM),1,1,0,1.008
SESİM SARPKAYA FEN LİSESİ (MERSİN - TARSUS),1,1,0,1.008
ALANYA ANADOLU İMAM HATİP LİSESİ (ANTALYA - ALANYA),1,1,0,1.008
SEYHAN BORSA İSTANBUL FEN LİSESİ (ADANA - SEYHAN),2,2,0,1.008
SİİRT TÜRK TELEKOM FEN LİSESİ (SİİRT - MERKEZ),1,1,0,1.008
ŞEHİT MÜNİR ALKAN FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,0,1,1.008
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,1.008
ŞEHREMİNİ ANADOLU LİSESİ (İSTANBUL - FATİH),1,0,1,1.008
TED İSTANBUL KOLEJİ VAKFI ÖZEL LİSESİ (İSTANBUL - BEYKOZ),1,1,0,1.008
TED ÖZEL ATAKENT ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,1,0,1.008
TOBB OSMANİYE FEN LİSESİ (OSMANİYE - MERKEZ),2,2,0,1.008
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),2,2,0,1.008
VEFA LİSESİ (İSTANBUL - FATİH),2,2,0,1.008
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),2,2,0,1.008
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.008
VİRANŞEHİR FEN LİSESİ (ŞANLIURFA - VİRANŞEHİR),1,1,0,1.008
YAŞAR ACAR FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),2,2,0,1.008
YUSUF ZİYA ÖNER FEN LİSESİ (ANTALYA - DÖŞEMEALTI),4,4,0,1.008
YÜKSEL-İLHAN ALANYALI FEN LİSESİ (İSTANBUL - KARTAL),2,2,0,1.008
AYDIN FEN LİSESİ (AYDIN - EFELER),5,5,0,1.008
CAĞALOĞLU ANADOLU LİSESİ (İSTANBUL - FATİH),2,2,0,1.008
Toplam,5,4,1,1.234
ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA),2,2,0,1.234
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,0,1,1.234
NAZİLLİ FEN LİSESİ (AYDIN - NAZİLLİ),1,1,0,1.234
ÖZEL BAHÇEŞEHİR FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - EYÜPSULTAN),1,1,0,1.234
Toplam,181,178,3,1.242
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),9,9,0,1.242
SELİM NEVZAT ŞAHİN ANADOLU LİSESİ (HATAY - DEFNE),1,1,0,1.242
SERVETİYE CEPHESİ ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),1,1,0,1.242
SEYHAN BORSA İSTANBUL FEN LİSESİ (ADANA - SEYHAN),1,1,0,1.242
SEYHAN ROTARY ANADOLU LİSESİ (ADANA - YÜREĞİR),1,1,0,1.242
SINAV KOLEJİ ÖZEL ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,1.242
SİİRT TÜRK TELEKOM FEN LİSESİ (SİİRT - MERKEZ),1,1,0,1.242
SİMAV FEN LİSESİ (KÜTAHYA - SİMAV),1,1,0,1.242
SİVAS FEN LİSESİ (SİVAS - MERKEZ),2,2,0,1.242
SÜLEYMAN DEMİREL FEN LİSESİ (AFYONKARAHİSAR - MERKEZ),1,1,0,1.242
SÜMER FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,1.242
ATATÜRK LİSESİ (İZMİR - KONAK),2,2,0,1.242
ŞANLIURFA FEN LİSESİ (ŞANLIURFA - HALİLİYE),1,1,0,1.242
ŞEHİT MEHMET ŞENGÜL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,1.242
ŞEHİT MUSTAFA SERİN FEN LİSESİ (BALIKESİR - EDREMİT),1,1,0,1.242
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,1.242
ŞEHREMİNİ ANADOLU LİSESİ (İSTANBUL - FATİH),1,1,0,1.242
TAVŞANLI 15 TEMMUZ ŞEHİTLER FEN LİSESİ (KÜTAHYA - TAVŞANLI),1,1,0,1.242
TED ANKARA KOLEJİ VAKFI ÖZEL LİSESİ (ANKARA - GÖLBAŞI),2,2,0,1.242
TED BATMAN PETROL KOLEJİ ÖZEL ANADOLU LİSESİ (BATMAN - MERKEZ),1,0,1,1.242
TEVFİK İLERİ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),2,2,0,1.242
VALİ AYDIN ARSLAN FEN LİSESİ (DİYARBAKIR - SUR),1,1,0,1.242
AYDIN FEN LİSESİ (AYDIN - EFELER),3,3,0,1.242
VAN TÜRK TELEKOM FEN LİSESİ (VAN - EDREMİT),1,1,0,1.242
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,3,0,1.242
YALVAÇ FEN LİSESİ (ISPARTA - YALVAÇ),1,1,0,1.242
YUSUF ZİYA ÖNER FEN LİSESİ (ANTALYA - DÖŞEMEALTI),1,1,0,1.242
ZONGULDAK FEN LİSESİ (ZONGULDAK - MERKEZ),2,2,0,1.242
AZİZ ATİK FEN LİSESİ (SAMSUN - İLKADIM),2,2,0,1.242
BAŞKENT ÜNİVERSİTESİ ÖZEL AYŞEABLA FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,1.242
BORSA İSTANBUL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,1.242
BUCA İNCİ-ÖZER TIRNAKLI FEN LİSESİ (İZMİR - BUCA),2,2,0,1.242
BURSA ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,1,0,1.242
CUMHURİYET FEN LİSESİ (ANKARA - ÇANKAYA),2,2,0,1.242
ÇANKIRI TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (ÇANKIRI - MERKEZ),1,1,0,1.242
ABDULKADİR KONUKOĞLU FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
DİNAR FEN LİSESİ (AFYONKARAHİSAR - DİNAR),1,1,0,1.242
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,1.242
ERZİNCAN FEN LİSESİ (ERZİNCAN - MERKEZ),1,1,0,1.242
ESKİŞEHİR FATİH FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),1,1,0,1.242
GAZİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),3,3,0,1.242
GÜNEYSU ŞEHİT KEMAL MUTLU FEN LİSESİ (RİZE - GÜNEYSU),1,1,0,1.242
HALİL KALE FEN LİSESİ (MANİSA - TURGUTLU),1,1,0,1.242
HATAY FEN LİSESİ (HATAY - ANTAKYA),1,1,0,1.242
HAYDAR ALİYEV FEN LİSESİ (IĞDIR - MERKEZ),1,1,0,1.242
HÜSEYİN AVNİ SÖZEN ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,1.242
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,1,0,1.242
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),2,2,0,1.242
İBRAHİM-SÜHEYLA İZMİRLİ FEN LİSESİ (ZONGULDAK - EREĞLİ),1,1,0,1.242
İÇEL ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,1,0,1.242
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),3,3,0,1.242
İZMİR FEN LİSESİ (İZMİR - BORNOVA),2,2,0,1.242
İZMİR KIZ LİSESİ (İZMİR - KONAK),1,1,0,1.242
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,1.242
KAHRAMANMARAŞ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,1.242
KAHRAMANMARAŞ TOBB FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),2,2,0,1.242
KARATAY FEN LİSESİ (KONYA - KARATAY),1,1,0,1.242
ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA),2,2,0,1.242
KARATAY KONYA ANADOLU İMAM HATİP LİSESİ (KONYA - KARATAY),1,1,0,1.242
KAYA KARAKAYA FEN LİSESİ (ELAZIĞ - MERKEZ),1,1,0,1.242
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),1,1,0,1.242
KEPEZ MAHMUT CELALETTİN ÖKTEN ANADOLU İMAM HATİP LİSESİ (ANTALYA - KEPEZ),1,1,0,1.242
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),4,4,0,1.242
MACİT ZEREN FEN LİSESİ (AMASYA - MERKEZ),1,1,0,1.242
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),1,1,0,1.242
MARDİN FEN LİSESİ (MARDİN - ARTUKLU),2,2,0,1.242
MEV KOLEJİ ÖZEL GÜZELBAHÇE FEN LİSESİ (İZMİR - GÜZELBAHÇE),1,1,0,1.242
NAMIK KARAMANCI FEN LİSESİ (ANTALYA - MANAVGAT),1,1,0,1.242
ADANA FEN LİSESİ (ADANA - SEYHAN),3,3,0,1.242
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),1,1,0,1.242
ODTÜ GELİŞTİRME VAKFI ÖZEL LİSESİ (ANKARA - ÇANKAYA),2,2,0,1.242
ORDU FEN LİSESİ (ORDU - ALTINORDU),1,1,0,1.242
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,1.242
ÖDEMİŞ AYHAN KÖKMEN FEN LİSESİ (İZMİR - ÖDEMİŞ),1,1,0,1.242
ÖZEL ADANA FİNAL ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,1.242
ÖZEL AKSARAY VİZYON AKADEMİ FEN LİSESİ (AKSARAY - MERKEZ),2,2,0,1.242
ÖZEL ALTINYILDIZ FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,1.242
ÖZEL ANTALYA KOLEJİ MURATPAŞA FEN LİSESİ (ANTALYA - MURATPAŞA),1,1,0,1.242
ÖZEL BAHÇEŞEHİR KOLEJİ İSKENDERUN ANADOLU LİSESİ (HATAY - BELEN),1,1,0,1.242
AKÇAABAT FEN LİSESİ (TRABZON - AKÇAABAT),1,1,0,1.242
ÖZEL BAHÇEŞEHİR KOLEJİ KUZEY KAMPÜSÜ FEN LİSESİ (İZMİR - MENEMEN),1,1,0,1.242
ÖZEL BATI ANADOLU LİSESİ (ANTALYA - MANAVGAT),1,1,0,1.242
ÖZEL BİLFEN ÇAYYOLU FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,1.242
ÖZEL BİLGİ FEN LİSESİ (TOKAT - MERKEZ),1,1,0,1.242
ÖZEL BORNOVA FEN LİSESİ (İZMİR - BORNOVA),1,1,0,1.242
ÖZEL ÇAĞDAŞ ÖNCÜ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,1.242
ÖZEL ÇAĞLAYAN KIZ FEN LİSESİ (ANKARA - YENİMAHALLE),3,3,0,1.242
ÖZEL ÇANAKKALE BAŞARI FEN LİSESİ (ÇANAKKALE - MERKEZ),1,1,0,1.242
ÖZEL DİLTAŞ ANADOLU LİSESİ (KONYA - MERAM),1,1,0,1.242
ÖZEL ELİTSEN KOLEJİ FEN LİSESİ (ERZURUM - AZİZİYE),1,1,0,1.242
ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),8,8,0,1.242
ÖZEL ENVAR FEN LİSESİ (ANTALYA - KEPEZ),1,1,0,1.242
ÖZEL ERYAMAN DÜŞÜN ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,1,0,1.242
ÖZEL GAZİANTEP BAL ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
ÖZEL GAZİANTEP DOĞA FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
ÖZEL GAZİANTEP KÜLTÜR FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
ÖZEL GÜLEÇ ABC FEN LİSESİ (KIRIKKALE - MERKEZ),1,1,0,1.242
ÖZEL İZMİR BAHÇEŞEHİR KOLEJİ ELLİNCİ YIL FEN VE TEKNOLOJİ LİSESİ (İZMİR - BORNOVA),3,3,0,1.242
ÖZEL KİPAŞ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,1.242
ÖZEL KONAKLAR CİHANGİR FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,1.242
ÖZEL KUMLUCA SINAV FEN LİSESİ (ANTALYA - KUMLUCA),1,1,0,1.242
ANKARA ÖZEL TEVFİK FİKRET ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,1.242
ÖZEL METOD ANADOLU LİSESİ (ANKARA - YENİMAHALLE),2,2,0,1.242
ÖZEL NESİBE AYDIN YILDIZLAR FEN LİSESİ (ANKARA - ETİMESGUT),4,4,0,1.242
ÖZEL ORDU BAHÇEŞEHİR KOLEJİ FEN LİSESİ (ORDU - ALTINORDU),1,1,0,1.242
ÖZEL ORDU ÜNYE FİNAL AKADEMİ FEN LİSESİ (ORDU - ÜNYE),1,0,1,1.242
ÖZEL RÜZGAR FEN LİSESİ (DİYARBAKIR - BAĞLAR),1,1,0,1.242
ÖZEL SAMSUN BAHÇEŞEHİR KOLEJİ ATAKUM FEN VE TEKNOLOJİ LİSESİ (SAMSUN - ATAKUM),1,1,0,1.242
ÖZEL SAMSUN FİNAL FEN LİSESİ (SAMSUN - ATAKUM),1,1,0,1.242
ÖZEL SANKO FEN VE TEKNOLOJİ LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
ÖZEL SEDAT AKDOĞAN PANCARLI ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.242
ÖZEL SEMBOL ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,1.242
ANKARA PURSAKLAR FEN LİSESİ (ANKARA - PURSAKLAR),1,1,0,1.242
ÖZEL TEKDEN FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,0,1,1.242
ÖZEL TEMEL DEĞERLER FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,1.242
ÖZEL TOKAT AYIŞIĞI FEN LİSESİ (TOKAT - MERKEZ),2,2,0,1.242
ÖZEL ÜÇ MART HALİL GÜLEÇ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,1.242
ÖZEL VAN AÇI KOLEJİ FEN LİSESİ (VAN - İPEKYOLU),1,1,0,1.242
ÖZEL YAŞAM TASARIM FEN LİSESİ (ANTALYA - ALANYA),1,1,0,1.242
ÖZEL YENİ İZLER FEN LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,1.242
ÖZEL YENİ YOL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,1.242
REKABET KURUMU CUMHURİYET FEN LİSESİ (DİYARBAKIR - YENİŞEHİR),5,5,0,1.242
SAMSUN GARİP ZEYCAN YILDIRIM FEN LİSESİ (SAMSUN - ATAKUM),3,3,0,1.242
Toplam,86,83,3,1.288
DEDE KORKUT ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),1,1,0,1.288
DÖRTYOL FEN LİSESİ (HATAY - DÖRTYOL),1,1,0,1.288
EBRU NAYİM FEN LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),1,1,0,1.288
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,1.288
EYÜP AYGAR FEN LİSESİ (MERSİN - YENİŞEHİR),2,2,0,1.288
GEDİZ FEN LİSESİ (KÜTAHYA - GEDİZ),1,1,0,1.288
GÖNÜLLÜ HİZMET VAKFI MUSTAFA SAFFET FEN LİSESİ (İSTANBUL - PENDİK),2,2,0,1.288
HASAN SABRİ ÇAVUŞOĞLU FEN LİSESİ (BARTIN - MERKEZ),1,1,0,1.288
HAYDARPAŞA LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,1.288
HÜSEYİN AVNİ SÖZEN ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),4,4,0,1.288
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,1.288
HÜSEYİN GİRENES FEN LİSESİ (ANTALYA - ALANYA),1,1,0,1.288
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),1,1,0,1.288
İZMİR BÜYÜKÇİĞLİ ÖZEL TÜRK KOLEJİ FEN LİSESİ (İZMİR - ÇİĞLİ),1,1,0,1.288
İZMİR FEN LİSESİ (İZMİR - BORNOVA),3,3,0,1.288
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),1,1,0,1.288
KADIKÖY ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,1.288
KARABÜK MEHMET VERGİLİ FEN LİSESİ (KARABÜK - MERKEZ),1,1,0,1.288
KARATAY FEN LİSESİ (KONYA - KARATAY),1,1,0,1.288
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),3,2,1,1.288
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),1,1,0,1.288
AHMET ERDEM ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,1.288
MERSİN YUSUF KALKAVAN ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,1,0,1.288
MUAMMER DERELİ FEN LİSESİ (KOCAELİ - İZMİT),2,2,0,1.288
NAZİLLİ FEN LİSESİ (AYDIN - NAZİLLİ),1,1,0,1.288
NEVŞEHİR FEVZİ DİRİKOÇ FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,1.288
NİĞDE FEN LİSESİ (NİĞDE - MERKEZ),1,1,0,1.288
NUH MEHMET BALDÖKTÜ ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),1,0,1,1.288
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,1.288
ÖZEL BALIKESİR AÇI FEN LİSESİ (BALIKESİR - ALTIEYLÜL),1,1,0,1.288
ÖZEL BORNOVA FEN LİSESİ (İZMİR - BORNOVA),2,2,0,1.288
ÖZEL ÇAĞDAŞ ÖNCÜ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,1.288
AHMET HAMDİ GÖKBAYRAK FEN LİSESİ (BURSA - OSMANGAZİ),1,1,0,1.288
ÖZEL ÇEKMEKÖY MODAFEN KOLEJİ (İSTANBUL - ÇEKMEKÖY),1,1,0,1.288
ÖZEL ELAZIĞ FİNAL FEN LİSESİ (ELAZIĞ - MERKEZ),1,1,0,1.288
ÖZEL ELİTSEN KOLEJİ FEN LİSESİ (ERZURUM - AZİZİYE),1,1,0,1.288
ÖZEL ENKA FEN VE TEKNOLOJİ LİSESİ (KOCAELİ - DİLOVASI),2,2,0,1.288
ÖZEL ENKA MESLEKİ VE TEKNİK ANADOLU LİSESİ (KOCAELİ - DİLOVASI),2,2,0,1.288
ÖZEL GAZİANTEP İŞLEM FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,1.288
ÖZEL İSTEK KUŞADASI ANADOLU LİSESİ (AYDIN - KUŞADASI),1,1,0,1.288
ÖZEL İZMİR AMERİKAN KOLEJİ (İZMİR - KONAK),1,1,0,1.288
ÖZEL KARABÜK BAHÇEŞEHİR KOLEJİ FEN LİSESİ (KARABÜK - MERKEZ),1,1,0,1.288
ÖZEL MANİSA BAHÇEŞEHİR KOLEJİ FEN LSESİ (MANİSA - YUNUSEMRE),1,1,0,1.288
ATATÜRK LİSESİ (ESKİŞEHİR - ODUNPAZARI),1,1,0,1.288
ÖZEL ŞANLIURFA YÜKSELİŞ KOLEJİ FEN VE TEKNOLOJİ LİSESİ (ŞANLIURFA - KARAKÖPRÜ),2,2,0,1.288
ÖZEL UZMANLAR FEN LİSESİ (YALOVA - MERKEZ),1,1,0,1.288
ÖZEL YENİ ORTADOĞU FEN LİSESİ (DİYARBAKIR - KAYAPINAR),1,1,0,1.288
SAMSUN GARİP ZEYCAN YILDIRIM FEN LİSESİ (SAMSUN - ATAKUM),1,1,0,1.288
SEYHAN DANİŞMENT GAZİ ANADOLU LİSESİ (ADANA - SEYHAN),1,1,0,1.288
ŞANLIURFA FEN LİSESİ (ŞANLIURFA - HALİLİYE),2,2,0,1.288
ŞEHİT MUHAMMET MUSTAFA KARABÖRK FEN LİSESİ (OSMANİYE - KADİRLİ),1,1,0,1.288
ŞEHİT MUSTAFA SERİN FEN LİSESİ (BALIKESİR - EDREMİT),1,1,0,1.288
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,1.288
TED ÖZEL EGE ANADOLU LİSESİ (AYDIN - İNCİRLİOVA),1,1,0,1.288
ATATÜRK LİSESİ (İZMİR - KONAK),1,1,0,1.288
TERAKKİ VAKFI ÖZEL ŞİŞLİ TERAKKİ TEPEÖREN ANADOLU LİSESİ (İSTANBUL - TUZLA),1,1,0,1.288
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),3,3,0,1.288
YAHYA AKEL FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,1.288
YAŞAR ACAR FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,1,0,1.288
YUSUF ZİYA ÖNER FEN LİSESİ (ANTALYA - DÖŞEMEALTI),3,3,0,1.288
YÜCEL BORU FEN LİSESİ (KOCAELİ - GEBZE),2,2,0,1.288
YÜKSEL-İLHAN ALANYALI FEN LİSESİ (İSTANBUL - KARTAL),2,2,0,1.288
BELEDİYE FEN LİSESİ (MUĞLA - FETHİYE),1,1,0,1.288
BUCA İNCİ-ÖZER TIRNAKLI FEN LİSESİ (İZMİR - BUCA),1,1,0,1.288
CAĞALOĞLU ANADOLU LİSESİ (İSTANBUL - FATİH),1,1,0,1.288
Toplam,68,67,1,1.311
CAĞALOĞLU ANADOLU LİSESİ (İSTANBUL - FATİH),2,2,0,1.311
ÇAPA FEN LİSESİ (İSTANBUL - FATİH),2,2,0,1.311
ÇORLU BORSA İSTANBUL FEN LİSESİ (TEKİRDAĞ - ÇORLU),1,1,0,1.311
DARICA FEN LİSESİ (KOCAELİ - DARICA),1,1,0,1.311
EDİRNE SÜLEYMAN DEMİREL FEN LİSESİ (EDİRNE - MERKEZ),1,1,0,1.311
ERBAKIR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),2,2,0,1.311
GAZİ ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,1,0,1.311
GİRESUN FEN LİSESİ (GİRESUN - MERKEZ),1,1,0,1.311
HAYDARPAŞA LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,1.311
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),4,4,0,1.311
